name,description,specializations,expertises,premierPartner,initiatives,products,regions
GBM Corp,GBM is a regional leader in Managed Services. It is the exclusive distributor for IBM and represents other major brands ...,,,False,,Google Cloud Platform,LATAM_REGION
株式会社True Data (True Data Inc.),■事業の概要. 生活者の購買行動から日々生まれる膨大なデータをもとにした、ビッグデータプラットフォーム。小売業、消費財メーカー ...,,,False,ISV Solution Connect,Google Cloud Platform,"JAPAN_REGION, GLOBAL_REGION"
HP Inc.,HP + Google: Cloud-first solutions for your business: Power up cloud-centric workstyles and deliver incredible experiences with the Chrome ...,,,False,,"Chrome, Google Workspace","NA_REGION, GLOBAL_REGION"
Zeus Telematica Srl,"Presente da oltre vent&#39;anni nel settore dell&#39;informatica e del &quot;Data Communication&quot;, ZEUS TELEMATICA segue costantemente l&#39;evoluzione delle ...",,,False,,Google Workspace,EMEA_REGION
"ClickNext Co., Ltd.",ClickNext offers a website builder that is customizable with any businesses from SMB to Enterprise scale. We have helped ...,,,False,,"Google Workspace, Google Cloud Platform",APAC_REGION
Pittica,"Digital agency and content agency. Based in Ravenna, working everywhere. ... Il tuo partner per la trasformazione digitale ...",,,False,,"Chrome, Google Workspace, Google Workspace for Education",EMEA_REGION
Email Meter,"Email Meter is an email analytics platform that gives companies detailed insight into their team&#39;s email performance, so they can improve efficiency ...",,,False,,"Google Cloud Platform, Google Workspace",GLOBAL_REGION
SoftwareMill,"We help clients scale their business through software, conduct digital transformation, implement event sourcing, and create data processing ...",,,False,,Google Cloud Platform,EMEA_REGION
Peak and Dale Solutions Ltd,"Peak and Dale is an integrated Tech and Marketing Communications (ITMC) agency based in Nairobi, Kenya. We have ...",,,False,,"Google Workspace, Google Workspace for Education",EMEA_REGION
Alpha Systems S.R.L.,"Alpha Systems es una empresa proveedora de soluciones de tecnología, comprometida con sus clientes para ser un socio estratégico ...",,,False,,Google Cloud Platform,LATAM_REGION
ITed Services Limited,ITed is a team of talented and passionate people who are committed to helping your school get the best use out of ICT ...,,,False,,"Chrome, Google Workspace",APAC_REGION
Amnex Infotechnologies Private Limited,"Amnex, a future-first solution provider company, is renowned for designing and delivering disruptive technology solutions that bring a paradigm ...",,,False,,Google Cloud Platform,"GLOBAL_REGION, APAC_REGION"
NETCONOMY,"As a leading expert for Digital Platform Building and Customer Experience Innovation, NETCONOMY is shaping the digital leadership of its clients ...",,,False,,Google Cloud Platform,EMEA_REGION
MasterIntegrator,"MasterIntegrator. ... Industries: Consumer Packaged Goods, Advertising &amp; Marketing, Business &amp; Professional Services ...",,,False,,Google Workspace,EMEA_REGION
Senacor Technologies AG,WIR TREIBEN VERÄNDERUNG VORAN. Senacor ist ein unabhängiges Dienstleistungsunternehmen für Business-IT-Transformation ...,,,False,,Google Cloud Platform,EMEA_REGION
Etixen,"Trabajamos para la transformación digital de tu empresa. Somos Google Workspace Partner, Zoho Advanced Partner y Totvs Partner ...",,,False,,Google Workspace,LATAM_REGION
サイオステクノロジー株式会社,サイオステクノロジーは、Linuxに代表されるオープンソースソフトウェアを活用したシステムインテグレーションを原点とし、自社開発ソフトウェアおよびSaaS製品 ...,,,False,,Google Cloud Platform,"GLOBAL_REGION, JAPAN_REGION"
Console Connect,"Console Connect is an easy-to-use platform for the Software Defined Interconnection ® of businesses, applications and infrastructures ...",,,False,Cloud Interconnect,Google Cloud Platform,"GLOBAL_REGION, APAC_REGION"
Grupo ADAP S.A.,With more than 7 years of experience proposing INGENIOUS SOLUTIONS In Software and Custom Applications. Mission ...,,,False,,"Google Cloud Platform, Google Workspace",GLOBAL_REGION
RIVA Solutions,"RIVA Solutions, Inc. Results. Innovation. Values. Accountability. That&#39;s RIVA, on a mission to power solutions for better government ...",,,False,,Google Cloud Platform,NA_REGION
Softwatch,Softwatch enables enterprises to effectively manage the transition of business applications to the cloud Optimize software license spending in a ...,,,False,,"Google Cloud Platform, Google Workspace",GLOBAL_REGION
ADTsys Cloud Computing,"A ADTsys é uma empresa especializada em Cloud Computing. Desenvolvendo soluções inteligentes, oferecemos suporte ...",,,False,,Google Cloud Platform,LATAM_REGION
"Software in Life, Inc.","Software in Life, Inc., is an enterprise specializing in cloud service, which started out as an open source software community ...",,,False,,"Google Cloud Platform, Google Workspace","GLOBAL_REGION, APAC_REGION"
Poslovna inteligencija d.o.o.,Poslovna inteligencija is a Data &amp; Analytics consulting company - your strategic ally in unleashing the power of data to drive your business forward ...,,,False,,Google Cloud Platform,EMEA_REGION
Neovatic Technologies Private Limited,"Neovatic is an innovation driven, digital solutions and technology services company that harnesses the power of digital transformation and hyper ...",,,False,,Google Cloud Platform,APAC_REGION
Wysetek Systems Technologists Pvt. Ltd.,Wysetek boasts about 30+ years of expertise in technology solutions and best of business practices. We are an ISO 9001 ...,,,False,,Google Cloud Platform,APAC_REGION
Work System Technology,"Business development in Information and Communication Technology. ... Industries: Consumer Packaged Goods, Education ...",,,False,,"Google Workspace, Chrome",LATAM_REGION
Otto Group Solution Provider (OSP) GmbH,"As an international tech company and part of the Otto Group, OSP (Otto Group Solution Provider) develops IT solutions for the digital future of retail ...",,,False,,Google Cloud Platform,"GLOBAL_REGION, EMEA_REGION"
Adaptable Services,"Adaptable Services an authorized Google Cloud partner/reseller in India having the potential to collaborate with you, with a single goal of taking ...",,,False,,"Google Workspace, Google Workspace for Education",APAC_REGION
Techinform di Maurizio Orsetti,"Techinform, da sempre al tuo servizio. Da oltre 20 anni presenti nel territorio marchigiano ma da oltre 40 dediti ad affrontare ...",,,False,,"Chrome, Google Workspace",EMEA_REGION
Advich Group Limited,"Advich Group Limited is a cloud technology service provider, which helps enterprises&#39; digital transformation through cloud computing services ...",,,False,,Google Cloud Platform,APAC_REGION
SCAI S.P.A.,"Nato a Torino nel 1973, Gruppo SCAI è un network di aziende che operano nel mondo dell&#39;ICT e della System Integration, con sedi in tutta Italia e ...",,,False,,Google Cloud Platform,EMEA_REGION
COMPUTER SRL,ESPERIENZA: Siamo una società di servizi informatici il cui obiettivo è fornire soluzioni concrete alle esigenze aziendali ...,,,False,,Google Workspace,GLOBAL_REGION
Nawab Teknologi Indonesia,Nawab Teknologi Indonesia adalah salah satu perusahaan yang bergerak di bidang IT dan fokus dalam bisnis Penyediaan Layanan Jaringan ...,,,False,,"Google Workspace, Google Cloud Platform",APAC_REGION
KINGWAYTEK TECHNOLOGY,"Kingwaytek, founded in 2008 with the core business of producing the digital map, is currently one of the most popular digital map and GIS solution ...",,,False,,"Google Maps Platform, Google Workspace",APAC_REGION
PT Link Net Tbk,"Since its Commencement in 1996, PT Link Net Tbk sustains its excellent customer service and service quality and become the largest provider in ...",,,False,Cloud Interconnect,Google Cloud Platform,GLOBAL_REGION
HSM,HSM is a Google Workspace Partner with offices in Croatia and Serbia. We can help you recognize the full benefits of Google Workspace ...,,,False,,"Google Workspace, Google Workspace for Education",EMEA_REGION
Canonical Group Limited,"Canonical is the publisher of Ubuntu , the OS for the majority of public cloud workloads Canonical provides enterprise security, support and ...",,,False,ISV Solution Connect,Google Cloud Platform,"GLOBAL_REGION, NA_REGION"
China Telecom Global,"China Telecom Corporation Limited (“China Telecom”), one of the world&#39;s largest providers of integrated telecommunication services, has been ...",,,False,Cloud Interconnect,"Google Cloud Platform, Google Workspace",GLOBAL_REGION
Edubox,Helping Teachers and Schools to carry out Assessment of Learning Outcomes more simply and easily. ... Helping Teachers ...,,,False,,"Google Cloud Platform, Google Workspace",GLOBAL_REGION
Arsenal Infosolutions Pvt Ltd,Arsenal Infosolutions Pvt. Ltd. (AIPL) was established in the year 2017. It is fastest growing Start Up company. To meet ...,,,False,,"Google Cloud Platform, Google Workspace, Google Cloud Training",APAC_REGION
ネットワンシステムズ株式会社,世界の最先端技術を取り入れた情報インフラ構築とそれらに関連したサービスの提供; 戦略的なICT利活用を実現するノウハウの提供 ...,,,False,,"Google Cloud Platform, Professional Services Organization",JAPAN_REGION
atip GmbH,Die atip GmbH zählt zu den erfolgreichsten deutschen Unternehmen im Bereich Voice Applications und Engines. atip betreibt ...,,,False,,Google Cloud Platform,"GLOBAL_REGION, EMEA_REGION"
TechFides Solutions s.r.o.,"Create a successful web or mobile app with TechFides. We are a reliable partner that can help you with the design, development ...",,,False,,Google Cloud Platform,EMEA_REGION
Obsurv Technologies,"At Obsurv, we work with our customers to create bespoke, managed IT and operations services to fit their organisation ...",,,False,,"Google Workspace, Chrome",EMEA_REGION
Vizias,Vizias is a small team of technology experts who care deeply about making an impact and changing the world. We work ...,,,False,,"Google Cloud Platform, Google Workspace",NA_REGION
"Ligadata, Inc.","LigaData provides managed data services and products tailored for mobile operators to facilitate digital transformation, achieve data driven ...",,,False,,Google Cloud Platform,"GLOBAL_REGION, EMEA_REGION"
BKK MANAGEMENT GROUP,"Our AI-Solution Company Directory is a streamlined guide detailing our organizational landscape. Within, you&#39;ll find concise ...",,,False,,"Chrome, Google Workspace",APAC_REGION
Listenwise,,,,False,Google for Education Integrated Solutions,"Google Cloud Platform, Google Workspace",GLOBAL_REGION
株式会社RHEMS Japan,「ホスピタリティ」をキーワードに質の高いシステム運用をトータルサポート. 2009 年創業以来の当社の基幹ビジネスです。サーバー ...,,,False,,Google Cloud Platform,JAPAN_REGION
PHUONG NAM DIGITAL,"Phuong Nam Digital là đối tác chính thức của Google tại Việt Nam, được chứng nhận đáp ứng đầy đủ các yêu cầu chuyên môn và kỹ thuật ...",,,False,,"Google Workspace, Google Workspace for Education",APAC_REGION
Biznet Gio Cloud,"About Biznet Gio Cloud. As an Integrated Cloud Service Provider in Indonesia, Biznet Gio Cloud (PT Biznet Gio Nusantara ...",,,False,Cloud Interconnect,Google Cloud Platform,"GLOBAL_REGION, APAC_REGION"
